TRANSACTION,Transaction date,Account name,Transaction date,Original payee name from import,Transaction amount,Link to PAYEE record,Transaction memo
21119-3996-99,06-04-2025,Business Platinum Card®,06-04-2025,Adobe Systems,-7.61,P211195285,
21119-3996-136,07-16-2023,Chase Freedom,07-16-2023,Aldi,-386.69,P211195285,
21119-3996-137,08-23-2024,Chase Freedom,08-23-2024,Aldi,-121.80,P211195285,
21119-3996-138,08-23-2024,Chase Freedom,08-23-2024,Aldi,-29.89,P211195285,
21119-3996-141,05-02-2023,Business Platinum Card®,05-02-2023,Allianz,-51.46,P211195285,
21119-3996-142,05-08-2023,Chase Freedom,05-08-2023,Allianz,-33.94,P211195285,
21119-3996-143,12-29-2023,Business Platinum Card®,12-29-2023,Allianz,-23.63,P211195285,
21119-3996-144,04-24-2024,Business Platinum Card®,04-24-2024,Allianz,-87.00,P211195285,
21119-3996-145,04-24-2024,Business Platinum Card®,04-24-2024,Allianz,-44.00,P211195285,
21119-3996-146,07-26-2024,Business Platinum Card®,07-26-2024,Allianz,-18.00,P211195285,
21119-3996-147,12-23-2024,Business Platinum Card®,12-23-2024,Allianz,-38.00,P211195285,
21119-3996-148,08-18-2025,Business Platinum Card®,08-18-2025,Allianz,-240.00,P211195285,
21119-3996-149,08-18-2025,Business Platinum Card®,08-18-2025,Allianz,-160.00,P211195285,
21119-3996-150,02-16-2023,Chase Freedom,02-16-2023,Amazon,-13.94,P211194878,
21119-3996-151,02-17-2023,Chase Freedom,02-17-2023,Amazon,-12.80,P211194878,
21119-3996-152,02-17-2023,Chase Freedom,02-17-2023,Amazon,-8.53,P211194878,
21119-3996-153,02-19-2023,Chase Freedom,02-19-2023,Amazon,-13.05,P211194878,
21119-3996-154,02-19-2023,Chase Freedom,02-19-2023,Amazon,-7.31,P211194878,
21119-3996-155,02-22-2023,Chase Freedom,02-22-2023,Amazon,-156.57,P211194878,
21119-3996-156,02-22-2023,Chase Freedom,02-22-2023,Amazon,-7.61,P211194878,
21119-3996-157,02-22-2023,Chase Freedom,02-22-2023,Amazon,-72.97,P211194878,
21119-3996-158,02-22-2023,Chase Freedom,02-22-2023,Amazon,-8.57,P211194878,
21119-3996-159,02-25-2023,Amazon Business Prime Card,02-25-2023,Amazon,-7.99,P211194878,
21119-3996-160,03-05-2023,Amazon Business Prime Card,03-05-2023,Amazon,-107.67,P211194878,
21119-3996-161,03-06-2023,Amazon Business Prime Card,03-06-2023,Amazon,-232.40,P211194878,
21119-3996-162,03-12-2023,Chase Freedom,03-12-2023,Amazon,-68.79,P211194878,
21119-3996-163,03-18-2023,Amazon Business Prime Card,03-18-2023,Amazon,-123.66,P211194878,
21119-3996-164,03-20-2023,Amazon Business Prime Card,03-20-2023,Amazon,-95.66,P211194878,
21119-3996-165,03-20-2023,Amazon Business Prime Card,03-20-2023,Amazon,-28.28,P211194878,
21119-3996-166,03-25-2023,Amazon Business Prime Card,03-25-2023,Amazon,-7.99,P211194878,
21119-3996-167,03-26-2023,Chase Freedom,03-26-2023,Amazon,-34.80,P211194878,
21119-3996-168,03-26-2023,Chase Freedom,03-26-2023,Amazon,-9.46,P211194878,
21119-3996-169,04-06-2023,Chase Freedom,04-06-2023,Amazon,-12.83,P211194878,
21119-3996-170,04-09-2023,Citi® Diamond Preferred® Card,04-09-2023,Amazon,-16.32,P211194878,
21119-3996-171,04-12-2023,Citi® Diamond Preferred® Card,04-12-2023,Amazon,-77.95,P211194878,
21119-3996-172,04-12-2023,Citi® Diamond Preferred® Card,04-12-2023,Amazon,-12.52,P211194878,
21119-3996-173,04-15-2023,Amazon Business Prime Card,04-15-2023,Amazon,-249.32,P211194878,
21119-3996-174,04-15-2023,Amazon Business Prime Card,04-15-2023,Amazon,-43.54,P211194878,
21119-3996-175,04-16-2023,Chase Freedom,04-16-2023,Amazon,-38.79,P211194878,
21119-3996-176,04-18-2023,Amazon Business Prime Card,04-18-2023,Amazon,-500.81,P211194878,
21119-3996-177,04-19-2023,Chase Freedom,04-19-2023,Amazon,-70.42,P211194878,
21119-3996-178,04-19-2023,Amazon Business Prime Card,04-19-2023,Amazon,-555.24,P211194878,
21119-3996-179,04-25-2023,Amazon Business Prime Card,04-25-2023,Amazon,-7.99,P211194878,
21119-3996-180,05-23-2023,Citi® Diamond Preferred® Card,05-23-2023,Amazon,-15.78,P211194878,
21119-3996-181,05-23-2023,Citi® Diamond Preferred® Card,05-23-2023,Amazon,-14.14,P211194878,
21119-3996-182,05-23-2023,Citi® Diamond Preferred® Card,05-23-2023,Amazon,-10.17,P211194878,
21119-3996-183,05-25-2023,Amazon Business Prime Card,05-25-2023,Amazon,-7.99,P211194878,
21119-3996-184,06-10-2023,Citi® Diamond Preferred® Card,06-10-2023,Amazon,-75.44,P211194878,
21119-3996-185,06-11-2023,Citi® Diamond Preferred® Card,06-11-2023,Amazon,-117.71,P211194878,
21119-3996-186,06-12-2023,Citi® Diamond Preferred® Card,06-12-2023,Amazon,-18.08,P211194878,
21119-3996-187,06-20-2023,Amazon Business Prime Card,06-20-2023,Amazon,-419.28,P211194878,
21119-3996-188,06-20-2023,Amazon Business Prime Card,06-20-2023,Amazon,-185.08,P211194878,
21119-3996-189,06-21-2023,Business Platinum Card®,06-21-2023,Amazon,-424.38,P211194878,
21119-3996-190,06-21-2023,Amazon Business Prime Card,06-21-2023,Amazon,-60.96,P211194878,
21119-3996-191,06-21-2023,Amazon Business Prime Card,06-21-2023,Amazon,-8.70,P211194878,
21119-3996-192,06-22-2023,Business Platinum Card®,06-22-2023,Amazon,-885.77,P211194878,
21119-3996-193,06-25-2023,Amazon Business Prime Card,06-25-2023,Amazon,-7.99,P211194878,
21119-3996-194,07-10-2023,Amazon Business Prime Card,07-10-2023,Amazon,-39.34,P211194878,
21119-3996-195,07-11-2023,Chase Freedom,07-11-2023,Amazon,-43.54,P211194878,
21119-3996-196,07-11-2023,Chase Freedom,07-11-2023,Amazon,-64.87,P211194878,
21119-3996-197,07-11-2023,Chase Freedom,07-11-2023,Amazon,-6.85,P211194878,
21119-3996-198,07-12-2023,Amazon Business Prime Card,07-12-2023,Amazon,-543.29,P211194878,
21119-3996-199,07-12-2023,Amazon Business Prime Card,07-12-2023,Amazon,-479.04,P211194878,
21119-3996-200,07-13-2023,Amazon Business Prime Card,07-13-2023,Amazon,-740.32,P211194878,
21119-3996-201,07-13-2023,Amazon Business Prime Card,07-13-2023,Amazon,-39.76,P211194878,
21119-3996-202,07-14-2023,Chase Freedom,07-14-2023,Amazon,-70.76,P211194878,
21119-3996-203,07-15-2023,Amazon Business Prime Card,07-15-2023,Amazon,-49.73,P211194878,
21119-3996-204,07-16-2023,Chase Freedom,07-16-2023,Amazon,-19.59,P211194878,
21119-3996-205,07-16-2023,Chase Freedom,07-16-2023,Amazon,-213.42,P211194878,
21119-3996-206,07-18-2023,Chase Freedom,07-18-2023,Amazon,-17.41,P211194878,
21119-3996-207,07-18-2023,Chase Freedom,07-18-2023,Amazon,-19.55,P211194878,
21119-3996-208,07-19-2023,Chase Freedom,07-19-2023,Amazon,-166.20,P211194878,
21119-3996-209,07-19-2023,Amazon Business Prime Card,07-19-2023,Amazon,-11.65,P211194878,
21119-3996-210,07-20-2023,Amazon Business Prime Card,07-20-2023,Amazon,-37.44,P211194878,
21119-3996-211,07-21-2023,Amazon Business Prime Card,07-21-2023,Amazon,-8.70,P211194878,
21119-3996-212,07-23-2023,Chase Freedom,07-23-2023,Amazon,-15.91,P211194878,
21119-3996-213,07-23-2023,Chase Freedom,07-23-2023,Amazon,-179.63,P211194878,
21119-3996-214,07-24-2023,Amazon Business Prime Card,07-24-2023,Amazon,-14.13,P211194878,
21119-3996-215,07-25-2023,Amazon Business Prime Card,07-25-2023,Amazon,-7.99,P211194878,
21119-3996-216,07-25-2023,Amazon Business Prime Card,07-25-2023,Amazon,-740.30,P211194878,
21119-3996-217,07-30-2023,Chase Freedom,07-30-2023,Amazon,-53.40,P211194878,
21119-3996-218,08-04-2023,Chase Freedom,08-04-2023,Amazon,-14.14,P211194878,
21119-3996-219,08-04-2023,Chase Freedom,08-04-2023,Amazon,-97.98,P211194878,
21119-3996-220,08-04-2023,Chase Freedom,08-04-2023,Amazon,-36.84,P211194878,
21119-3996-221,08-08-2023,Chase Freedom,08-08-2023,Amazon,-10.55,P211194878,
21119-3996-222,08-11-2023,Amazon Business Prime Card,08-11-2023,Amazon,-14.04,P211194878,
21119-3996-223,08-12-2023,Amazon Business Prime Card,08-12-2023,Amazon,-37.90,P211194878,
21119-3996-224,08-14-2023,Amazon Business Prime Card,08-14-2023,Amazon,-108.86,P211194878,
21119-3996-225,08-17-2023,Chase Freedom,08-17-2023,Amazon,-58.74,P211194878,
21119-3996-226,08-21-2023,Amazon Business Prime Card,08-21-2023,Amazon,-8.70,P211194878,
21119-3996-227,08-25-2023,Amazon Business Prime Card,08-25-2023,Amazon,-7.99,P211194878,
21119-3996-228,09-01-2023,Amazon Business Prime Card,09-01-2023,Amazon,-68.24,P211194878,
21119-3996-229,09-04-2023,Chase Freedom,09-04-2023,Amazon,-115.10,P211194878,
21119-3996-230,09-21-2023,Amazon Business Prime Card,09-21-2023,Amazon,-8.70,P211194878,
21119-3996-231,09-25-2023,Amazon Business Prime Card,09-25-2023,Amazon,-7.99,P211194878,
21119-3996-232,09-27-2023,Amazon Business Prime Card,09-27-2023,Amazon,-19.59,P211194878,
21119-3996-233,09-28-2023,Amazon Business Prime Card,09-28-2023,Amazon,-32.65,P211194878,
21119-3996-234,09-29-2023,Amazon Business Prime Card,09-29-2023,Amazon,-88.83,P211194878,
21119-3996-235,09-29-2023,Amazon Business Prime Card,09-29-2023,Amazon,-782.62,P211194878,
21119-3996-236,09-30-2023,Amazon Business Prime Card,09-30-2023,Amazon,-60.13,P211194878,
21119-3996-237,10-02-2023,Amazon Business Prime Card,10-02-2023,Amazon,-41.18,P211194878,
21119-3996-238,10-12-2023,Amazon Business Prime Card,10-12-2023,Amazon,-50.07,P211194878,
21119-3996-239,10-12-2023,Amazon Business Prime Card,10-12-2023,Amazon,-118.68,P211194878,
21119-3996-240,10-13-2023,Amazon Business Prime Card,10-13-2023,Amazon,-180.74,P211194878,
21119-3996-241,10-14-2023,Amazon Business Prime Card,10-14-2023,Amazon,-378.28,P211194878,
21119-3996-242,10-18-2023,Amazon Business Prime Card,10-18-2023,Amazon,-28.85,P211194878,
21119-3996-243,10-18-2023,Amazon Business Prime Card,10-18-2023,Amazon,-190.40,P211194878,
21119-3996-244,10-20-2023,Amazon Business Prime Card,10-20-2023,Amazon,-32.32,P211194878,
21119-3996-245,10-20-2023,Amazon Business Prime Card,10-20-2023,Amazon,-93.62,P211194878,
21119-3996-246,10-20-2023,Amazon Business Prime Card,10-20-2023,Amazon,-32.32,P211194878,
21119-3996-247,10-23-2023,Amazon Business Prime Card,10-23-2023,Amazon,-5.43,P211194878,
21119-3996-248,10-25-2023,Amazon Business Prime Card,10-25-2023,Amazon,-7.99,P211194878,
21119-3996-249,11-02-2023,Amazon Business Prime Card,11-02-2023,Amazon,-31.98,P211194878,
21119-3996-250,11-02-2023,Amazon Business Prime Card,11-02-2023,Amazon,-76.20,P211194878,
21119-3996-251,11-04-2023,Amazon Business Prime Card,11-04-2023,Amazon,-194.89,P211194878,
21119-3996-252,11-04-2023,Amazon Business Prime Card,11-04-2023,Amazon,-28.30,P211194878,
21119-3996-253,11-06-2023,Amazon Business Prime Card,11-06-2023,Amazon,-825.27,P211194878,
21119-3996-254,11-09-2023,Amazon Business Prime Card,11-09-2023,Amazon,-4.50,P211194878,
21119-3996-255,11-09-2023,Amazon Business Prime Card,11-09-2023,Amazon,-18.77,P211194878,
21119-3996-256,11-10-2023,Amazon Business Prime Card,11-10-2023,Amazon,-10.83,P211194878,
21119-3996-257,11-13-2023,Amazon Business Prime Card,11-13-2023,Amazon,-72.91,P211194878,
21119-3996-258,11-18-2023,Amazon Business Prime Card,11-18-2023,Amazon,-13.48,P211194878,
21119-3996-259,11-19-2023,Amazon Business Prime Card,11-19-2023,Amazon,-9.47,P211194878,
21119-3996-260,11-21-2023,Amazon Business Prime Card,11-21-2023,Amazon,-5.43,P211194878,
21119-3996-261,11-21-2023,Amazon Business Prime Card,11-21-2023,Amazon,-3.37,P211194878,
21119-3996-262,11-22-2023,Amazon Business Prime Card,11-22-2023,Amazon,-93.14,P211194878,
21119-3996-263,11-25-2023,Amazon Business Prime Card,11-25-2023,Amazon,-7.99,P211194878,
21119-3996-264,11-28-2023,Amazon Business Prime Card,11-28-2023,Amazon,-260.17,P211194878,
21119-3996-265,11-28-2023,Amazon Business Prime Card,11-28-2023,Amazon,-43.10,P211194878,
21119-3996-266,11-28-2023,Amazon Business Prime Card,11-28-2023,Amazon,-156.77,P211194878,
21119-3996-267,11-30-2023,Amazon Business Prime Card,11-30-2023,Amazon,-12.69,P211194878,
21119-3996-268,12-25-2023,Amazon Business Prime Card,12-25-2023,Amazon,-7.99,P211194878,
21119-3996-269,12-26-2023,Amazon Business Prime Card,12-26-2023,Amazon,-31.12,P211194878,
21119-3996-270,12-26-2023,Amazon Business Prime Card,12-26-2023,Amazon,-468.15,P211194878,
21119-3996-271,12-26-2023,Amazon Business Prime Card,12-26-2023,Amazon,-94.30,P211194878,
21119-3996-272,12-26-2023,Amazon Business Prime Card,12-26-2023,Amazon,-653.25,P211194878,
21119-3996-273,12-27-2023,Amazon Business Prime Card,12-27-2023,Amazon,-87.09,P211194878,
21119-3996-274,12-28-2023,Amazon Business Prime Card,12-28-2023,Amazon,-31.57,P211194878,
21119-3996-275,12-29-2023,Amazon Business Prime Card,12-29-2023,Amazon,-8.70,P211194878,
21119-3996-276,12-30-2023,Amazon Business Prime Card,12-30-2023,Amazon,-250.36,P211194878,
21119-3996-277,01-11-2024,Amazon Business Prime Card,01-11-2024,Amazon,-108.82,P211194878,
21119-3996-278,01-12-2024,Amazon Business Prime Card,01-12-2024,Amazon,-5.43,P211194878,
21119-3996-279,01-12-2024,Amazon Business Prime Card,01-12-2024,Amazon,-78.36,P211194878,
21119-3996-280,01-12-2024,Amazon Business Prime Card,01-12-2024,Amazon,-402.04,P211194878,
21119-3996-281,01-14-2024,Chase Freedom,01-14-2024,Amazon,-17.49,P211194878,
21119-3996-282,01-17-2024,Amazon Business Prime Card,01-17-2024,Amazon,-216.66,P211194878,
21119-3996-283,01-23-2024,Amazon Business Prime Card,01-23-2024,Amazon,-216.10,P211194878,
21119-3996-284,01-23-2024,Amazon Business Prime Card,01-23-2024,Amazon,-32.65,P211194878,
21119-3996-285,01-25-2024,Amazon Business Prime Card,01-25-2024,Amazon,-7.99,P211194878,
21119-3996-286,02-02-2024,Chase Freedom,02-02-2024,Amazon,-86.85,P211194878,
21119-3996-287,02-03-2024,Amazon Business Prime Card,02-03-2024,Amazon,-171.17,P211194878,
21119-3996-288,02-04-2024,Chase Freedom,02-04-2024,Amazon,-29.99,P211194878,
21119-3996-289,02-06-2024,Chase Freedom,02-06-2024,Amazon,-64.39,P211194878,
21119-3996-290,02-09-2024,Amazon Business Prime Card,02-09-2024,Amazon,-29.76,P211194878,
21119-3996-291,02-11-2024,Amazon Business Prime Card,02-11-2024,Amazon,-116.68,P211194878,
21119-3996-292,02-15-2024,Amazon Business Prime Card,02-15-2024,Amazon,-10.88,P211194878,
21119-3996-293,02-21-2024,Chase Freedom,02-21-2024,Amazon,-20.38,P211194878,
21119-3996-294,02-21-2024,Amazon Business Prime Card,02-21-2024,Amazon,-20.77,P211194878,
21119-3996-295,02-25-2024,Amazon Business Prime Card,02-25-2024,Amazon,-7.99,P211194878,
21119-3996-296,03-04-2024,Amazon Business Prime Card,03-04-2024,Amazon,-20.54,P211194878,
21119-3996-297,03-05-2024,Amazon Business Prime Card,03-05-2024,Amazon,-24.89,P211194878,
21119-3996-298,03-13-2024,Amazon Business Prime Card,03-13-2024,Amazon,-260.88,P211194878,
21119-3996-299,03-14-2024,Amazon Business Prime Card,03-14-2024,Amazon,-2.17,P211194878,
21119-3996-300,03-16-2024,Amazon Business Prime Card,03-16-2024,Amazon,-122.92,P211194878,
21119-3996-301,03-16-2024,Amazon Business Prime Card,03-16-2024,Amazon,-215.10,P211194878,
21119-3996-302,03-16-2024,Amazon Business Prime Card,03-16-2024,Amazon,-33.07,P211194878,
21119-3996-303,03-17-2024,Amazon Business Prime Card,03-17-2024,Amazon,-10.77,P211194878,
21119-3996-304,03-18-2024,Amazon Business Prime Card,03-18-2024,Amazon,-44.48,P211194878,
21119-3996-305,03-20-2024,Amazon Business Prime Card,03-20-2024,Amazon,-42.89,P211194878,
21119-3996-306,03-21-2024,Amazon Business Prime Card,03-21-2024,Amazon,-76.04,P211194878,
21119-3996-307,03-21-2024,Amazon Business Prime Card,03-21-2024,Amazon,-16.32,P211194878,
21119-3996-308,03-21-2024,Amazon Business Prime Card,03-21-2024,Amazon,-43.11,P211194878,
21119-3996-309,03-22-2024,Amazon Business Prime Card,03-22-2024,Amazon,-163.41,P211194878,
21119-3996-310,03-24-2024,Amazon Business Prime Card,03-24-2024,Amazon,-63.59,P211194878,
21119-3996-311,03-24-2024,Amazon Business Prime Card,03-24-2024,Amazon,-316.70,P211194878,
21119-3996-312,03-25-2024,Amazon Business Prime Card,03-25-2024,Amazon,-7.99,P211194878,
21119-3996-313,03-25-2024,Amazon Business Prime Card,03-25-2024,Amazon,-41.14,P211194878,
21119-3996-314,03-25-2024,Amazon Business Prime Card,03-25-2024,Amazon,-29.39,P211194878,
21119-3996-315,03-30-2024,Amazon Business Prime Card,03-30-2024,Amazon,-13.99,P211194878,
21119-3996-316,04-05-2024,Chase Freedom,04-05-2024,Amazon,-8.53,P211194878,
21119-3996-317,04-05-2024,Amazon Business Prime Card,04-05-2024,Amazon,-8.55,P211194878,
21119-3996-318,04-07-2024,Chase Freedom,04-07-2024,Amazon,-18.50,P211194878,
21119-3996-319,04-14-2024,Chase Freedom,04-14-2024,Amazon,-87.09,P211194878,
21119-3996-320,04-14-2024,Chase Freedom,04-14-2024,Amazon,-132.81,P211194878,
21119-3996-321,04-16-2024,Chase Freedom,04-16-2024,Amazon,-17.91,P211194878,
21119-3996-322,04-19-2024,Chase Freedom,04-19-2024,Amazon,-271.85,P211194878,
21119-3996-323,04-19-2024,Chase Freedom,04-19-2024,Amazon,-33.73,P211194878,
21119-3996-324,04-21-2024,Chase Freedom,04-21-2024,Amazon,-33.47,P211194878,
21119-3996-325,04-21-2024,Amazon Business Prime Card,04-21-2024,Amazon,-16.32,P211194878,
21119-3996-326,04-22-2024,Chase Freedom,04-22-2024,Amazon,-10.65,P211194878,
21119-3996-327,04-24-2024,Chase Freedom,04-24-2024,Amazon,-186.68,P211194878,
21119-3996-328,04-24-2024,Chase Freedom,04-24-2024,Amazon,-54.83,P211194878,
21119-3996-329,04-25-2024,Chase Freedom,04-25-2024,Amazon,-119.89,P211194878,
21119-3996-330,04-25-2024,Amazon Business Prime Card,04-25-2024,Amazon,-7.99,P211194878,
21119-3996-331,04-27-2024,Amazon Business Prime Card,04-27-2024,Amazon,-35.78,P211194878,
21119-3996-332,04-27-2024,Amazon Business Prime Card,04-27-2024,Amazon,-40.00,P211194878,
21119-3996-333,05-02-2024,Amazon Business Prime Card,05-02-2024,Amazon,-5.99,P211194878,
21119-3996-334,05-02-2024,Amazon Business Prime Card,05-02-2024,Amazon,-22.84,P211194878,
21119-3996-335,05-11-2024,Amazon Business Prime Card,05-11-2024,Amazon,-26.12,P211194878,
21119-3996-336,05-12-2024,Amazon Business Prime Card,05-12-2024,Amazon,-25.68,P211194878,
21119-3996-337,05-21-2024,Amazon Business Prime Card,05-21-2024,Amazon,-16.32,P211194878,
21119-3996-338,05-25-2024,Amazon Business Prime Card,05-25-2024,Amazon,-7.99,P211194878,
21119-3996-339,05-31-2024,Amazon Business Prime Card,05-31-2024,Amazon,-12.78,P211194878,
21119-3996-340,06-04-2024,Amazon Business Prime Card,06-04-2024,Amazon,-62.53,P211194878,
21119-3996-341,06-04-2024,Amazon Business Prime Card,06-04-2024,Amazon,-46.39,P211194878,
21119-3996-342,06-05-2024,Amazon Business Prime Card,06-05-2024,Amazon,-57.69,P211194878,
21119-3996-343,06-05-2024,Amazon Business Prime Card,06-05-2024,Amazon,-9.38,P211194878,
21119-3996-344,06-08-2024,Amazon Business Prime Card,06-08-2024,Amazon,-32.80,P211194878,
21119-3996-345,06-10-2024,Amazon Business Prime Card,06-10-2024,Amazon,-85.83,P211194878,
21119-3996-346,06-12-2024,Amazon Business Prime Card,06-12-2024,Amazon,-1306.48,P211194878,
21119-3996-347,06-12-2024,Amazon Business Prime Card,06-12-2024,Amazon,-1177.02,P211194878,
21119-3996-348,06-13-2024,Chase Freedom,06-13-2024,Amazon,-142.06,P211194878,
21119-3996-349,06-13-2024,Chase Freedom,06-13-2024,Amazon,-87.09,P211194878,
21119-3996-350,06-17-2024,Chase Freedom,06-17-2024,Amazon,-146.75,P211194878,
21119-3996-351,06-19-2024,Chase Freedom,06-19-2024,Amazon,-48.89,P211194878,
21119-3996-352,06-20-2024,Chase Freedom,06-20-2024,Amazon,-31.94,P211194878,
21119-3996-353,06-21-2024,Amazon Business Prime Card,06-21-2024,Amazon,-16.32,P211194878,
21119-3996-354,06-25-2024,Amazon Business Prime Card,06-25-2024,Amazon,-7.99,P211194878,
21119-3996-355,06-26-2024,Chase Freedom,06-26-2024,Amazon,-136.36,P211194878,
21119-3996-356,06-30-2024,Chase Freedom,06-30-2024,Amazon,-76.69,P211194878,
21119-3996-357,07-03-2024,Chase Freedom,07-03-2024,Amazon,-17.83,P211194878,
21119-3996-358,07-03-2024,Chase Freedom,07-03-2024,Amazon,-11.97,P211194878,
21119-3996-359,07-09-2024,Chase Freedom,07-09-2024,Amazon,-147.76,P211194878,
21119-3996-360,07-10-2024,Chase Freedom,07-10-2024,Amazon,-60.96,P211194878,
21119-3996-361,07-10-2024,Amazon Business Prime Card,07-10-2024,Amazon,-19.47,P211194878,
21119-3996-362,07-11-2024,Chase Freedom,07-11-2024,Amazon,-21.76,P211194878,
21119-3996-363,07-14-2024,Chase Freedom,07-14-2024,Amazon,-76.22,P211194878,
21119-3996-364,07-16-2024,Chase Freedom,07-16-2024,Amazon,-183.31,P211194878,
21119-3996-365,07-16-2024,Chase Freedom,07-16-2024,Amazon,-16.32,P211194878,
21119-3996-366,07-16-2024,Chase Freedom,07-16-2024,Amazon,-28.87,P211194878,
21119-3996-367,07-19-2024,Chase Freedom,07-19-2024,Amazon,-48.42,P211194878,
21119-3996-368,07-21-2024,Chase Freedom,07-21-2024,Amazon,-30.59,P211194878,
21119-3996-369,07-21-2024,Amazon Business Prime Card,07-21-2024,Amazon,-16.32,P211194878,
21119-3996-370,07-25-2024,Amazon Business Prime Card,07-25-2024,Amazon,-7.99,P211194878,
21119-3996-371,08-14-2024,Chase Freedom,08-14-2024,Amazon,-137.03,P211194878,
21119-3996-372,08-18-2024,Chase Freedom,08-18-2024,Amazon,-17.01,P211194878,
21119-3996-373,08-21-2024,Chase Freedom,08-21-2024,Amazon,-229.00,P211194878,
21119-3996-374,08-21-2024,Amazon Business Prime Card,08-21-2024,Amazon,-16.32,P211194878,
21119-3996-375,08-22-2024,Chase Freedom,08-22-2024,Amazon,-531.22,P211194878,
21119-3996-376,08-23-2024,Chase Freedom,08-23-2024,Amazon,-175.86,P211194878,
21119-3996-377,08-25-2024,Amazon Business Prime Card,08-25-2024,Amazon,-7.99,P211194878,
21119-3996-378,08-27-2024,Chase Freedom,08-27-2024,Amazon,-219.99,P211194878,
21119-3996-379,08-27-2024,Chase Freedom,08-27-2024,Amazon,-323.62,P211194878,
21119-3996-380,08-27-2024,Amazon Business Prime Card,08-27-2024,Amazon,-9.79,P211194878,
